GeneSymbol	OAM091ctrl	OAM093ctrl	OAM094ctrl	OAM091stim	OAM093stim	OAM094stim
TCP10L	2	0	16	0	0	6
TCP10L2	0	0	0	0	0	1
TCP11	16	0	0	2	0	4
TCP11L1	6	29	55	5	2	55
TCP11L2	0	0	3	1	3	2
TCP11X2	0	0	2	0	0	0
TCTA	0	6	9	6	0	2
TCTE1	1	0	5	0	2	3
TCTE3	0	1	3	2	0	0
TCTEX1D1	0	0	3	0	0	0
TCTEX1D2	3	0	0	3	5	1
TCTEX1D4	0	3	3	2	134	9
TCTN1	3	3	3	5	8	0
TCTN2	0	8	8	179	2	10
TCTN3	2	0	160	14	220	2
TDG	6	3	4	0	3	8
TDGF1	5	0	5	2	3	6
TDGF1P3	0	0	0	0	0	0
TDH	0	0	9	6	0	0
TDO2	0	0	2	0	0	0
TDP1	0	2	0	7	20	1
TDP2	31	558	173	225	695	144
TDRD1	4	1	1	3	4	2
TDRD10	4	0	3	6	2	3
TDRD12	0	1	5	0	233	0
TDRD3	5	2	0	3	0	5
TDRD5	0	0	1	0	0	0
TDRD6	0	9	179	6	23	0
TDRD7	1	9	2	2	0	72
TDRD9	4	2	1	6	7	17
TDRG1	0	1	0	0	0	0
TDRKH	0	1	6	1	0	0
TDRP	0	0	4	2	0	0
TEAD1	0	8	1	2	1	2
TEAD2	0	3	4	26	3	13
TEAD3	0	11	5	6	5	2
TEAD4	2	9	5	3	4	0
TEC	0	0	2	114	12	5
TECPR1	24	46	311	65	276	130
TECPR2	19	2	42	48	62	33
TECR	4	0	4	2	2	83
TECRL	0	0	0	0	0	0
TECTA	0	2	0	1	0	3
TECTB	0	2	0	0	1	1
TEDDM1	6	4	6	6	0	3
TEF	9	10	15	22	7	14
TEFM	0	0	3	3	0	0
TEK	2	0	4	0	0	2
TEKT1	0	2	0	0	1	1
TEKT2	0	2	4	2	3	1
TEKT3	0	0	0	0	0	1
TEKT4	8	8	1	0	3	8
TEKT4P2	7	6	24	3	1	2
TEKT5	1	8	6	6	2	0
TELO2	7	3	6	4	6	79
TEN1	4	13	14	20	1098	9
TEN1-CDK3	10	13	24	21	1104	14
TENC1	4	13	6	5	16	2
TENM1	0	0	1	0	0	0
TENM2	0	1	64	10	5	7
TENM3	7	338	6	3	2	7
TENM4	0	9	11	6	9	4
TEP1	13	18	25	22	22	15
TEPP	2	0	7	3	2	3
TERC	95	0	0	5	0	0
TERF1	5	0	80	0	9	36
TERF2	26	1	11	19	3	103
TERF2IP	369	84	26	94	250	43
TERT	21	0	9	2	4	3
TES	11	22	2	18	171	115
TESC	1	1	1	3	1	0
TESK1	12	84	323	22	332	296
TESK2	0	1	3	4	0	0
TESPA1	0	0	1	2	14	3
TET1	15	9	14	0	30	13
TET2	8	8	20	24	18	221
TET3	51	15	22	82	225	123
TEX10	13	81	2	26	86	43
TEX101	0	0	1	0	117	1
TEX11	0	2	0	1	0	0
TEX12	0	0	3	0	0	0
TEX13A	0	8	0	3	0	0
TEX13B	0	0	0	0	0	2
TEX14	6	4	402	5	21	2
TEX15	5	3	5	3	3	5
TEX19	4	3	3	0	6	0
TEX2	3	8	1	3	4	73
TEX21P	0	0	5	3	0	0
TEX22	15	9	3	0	2	18
TEX26	1	0	0	0	0	0
TEX26-AS1	2	0	1	0	0	0
TEX261	36	0	12	0	0	14
TEX264	0	1	2	0	1	0
TEX28	2	0	3	674	2	3
TEX29	0	0	0	0	0	0
TEX30	0	10	0	0	1	0
TEX33	0	0	4	0	1	0
TEX35	0	1	1	25	0	0
TEX36	0	0	0	0	0	0
TEX36-AS1	0	0	0	0	0	0
TEX37	4	1	0	0	0	2
TEX38	3	0	0	2	0	0
TEX40	0	0	1	1	4	0
TEX41	1	1	1	0	3	3
TEX43	7	0	0	0	0	0
TEX9	1	0	1	0	0	0
TF	1	0	5	0	4	0
TFAM	0	3	9	3	8	23
TFAMP1	6	0	0	0	6	0
TFAP2A	0	1	0	3	0	0
TFAP2A-AS1	3	0	0	3	0	0
TFAP2B	0	0	0	12	3	3
TFAP2C	0	3	6	5	1	0
TFAP2D	0	0	0	0	0	0
TFAP2E	0	1	2	1	7	12
TFAP4	3	4	11	4	0	1
TFB1M	0	1	0	0	0	0
TFB2M	3	0	5	5	6	2
TFCP2	28	13	32	2	22	28
TFCP2L1	15	5	14	7	1	24
TFDP1	2	0	15	1	194	0
TFDP2	34	6	52	95	23	21
TFDP3	0	0	0	0	0	0
TFE3	22	19	33	96	373	17
TFEB	2	12	12	9	11	2
TFEC	7	6	0	11	23	145
TFF1	1	0	2	0	0	0
TFF2	0	0	1	0	0	1
TFF3	3	0	0	0	1	1
TFG	9	12	6	19	1	40
TFIP11	0	3	6	38	7	0
TFPI	8	36	109	46	8	9
TFPI2	10	489	0	13	576	0
TFPT	0	9	0	10	13	2
TFR2	10	6	14	3	5	18
TFRC	21	13	9	22	628	56
TG	0	2	5	2	5	6
TGDS	0	2	0	4	0	2
TGFA	12	0	40	11	57	16
TGFA-IT1	0	0	1	0	0	0
TGFB1	398	280	621	588	895	924
TGFB1I1	0	3	243	0	6	0
TGFB2	2	0	3	7	0	0
TGFB3	3	0	3	0	12	0
TGFBI	285	0	2	3	0	0
TGFBR1	3	3	3	13	0	4
TGFBR2	3	1	0	0	3	9
TGFBR3	0	0	9	27	2	10
TGFBR3L	5	3	5	1	3	2
TGFBRAP1	6	0	3	68	3	2
TGIF1	5	1	4	36	34	139
TGIF2	41	5	19	11	3	6
TGIF2-C20orf24	6	2	7	24	61	6
TGIF2LX	0	0	6	0	0	0
TGIF2LY	0	0	0	0	0	0
TGM1	0	8	7	275	2	1
TGM2	6	3	5	7	0	68
TGM3	0	30	0	52	0	2
TGM4	1	3	8	6	0	2
TGM5	0	3	0	2	1	0
TGM6	2	1	1	3	2	2
TGM7	0	5	7	6	1	0
TGOLN2	32	73	67	519	1488	317
TGS1	8	0	10	15	6	1
TH	1044	2	1	8	4	0
THADA	7	8	11	21	4	8
THAP1	3	1	0	3	0	0
THAP10	0	0	1	1	6	4
THAP11	9	3	11	3	229	10
THAP2	0	3	3	0	0	0
THAP3	0	1	12	72	10	238
THAP4	12	0	0	48	166	2
THAP5	4	0	4	62	0	6
THAP6	3	0	3	0	3	11
THAP7	0	0	4	0	0	0
THAP7-AS1	0	1	13	0	1	0
THAP8	0	0	12	15	3	15
THAP9	3	1	4	3	2	3
THAP9-AS1	3	0	0	159	0	0
THBD	22	9	36	209	165	0
THBS1	1437	460	327	4480	10910	424
THBS2	13	3	5	3	0	4
THBS3	9	6	3	4	5	4
THBS4	1	2	3	11	8	0
THEG	0	2	4	10	1	0
THEG5	0	1	0	0	0	0
THEGL	0	0	0	0	1	1
THEM4	0	3	0	0	8	5
THEM5	0	1	2	0	0	0
THEM6	0	4	0	6	0	6
THEMIS	0	0	0	0	0	3
THEMIS2	94	56	81	66	132	136
THG1L	2	0	3	0	1	3
THNSL1	3	0	0	0	0	1
THNSL2	0	0	0	6	2	6
THOC1	0	0	3	6	0	18
THOC2	18	50	71	86	68	54
THOC3	1	0	7	2	3	0
THOC5	1	3	13	0	0	0
THOC6	5	4	0	26	1	8
THOC7	30	1	1	0	0	3
THOC7-AS1	0	0	0	3	8	0
THOP1	3	6	4	4	6	5
THPO	1	7	1	3	0	0
THRA	5	7	7	11	4	2
THRAP3	20	8	27	106	519	274
THRB	0	0	0	0	0	0
THRB-AS1	0	1	8	0	0	0
THRIL	9	1	15	11	2	0
THRSP	3	3	6	6	3	0
THSD1	3	6	3	2	9	6
THSD4	3	0	9	4	7	0
THSD7A	0	1	3	2	0	5
THSD7B	0	15	0	8	1	3
THTPA	0	27	0	8	5	0
THUMPD1	6	0	12	38	54	0
THUMPD2	0	11	0	0	0	1
THUMPD3	13	35	0	3	78	24
THUMPD3-AS1	1	0	8	0	5	0
THY1	0	12	6	0	3	7
THYN1	1	0	3	0	0	1
TIA1	16	13	7	14	3	14
TIAF1	0	39	70	180	116	104
TIAL1	1	59	14	17	89	14
TIAM1	2	6	10	82	7	12
TIAM2	2	4	3	2	9	2
TICAM1	3	5	55	53	152	1989
TICAM2	2	19	0	3	0	0
TICRR	1	193	12	0	2	9
TIE1	2	2	5	6	0	576
TIFA	0	0	1	3	3	3
TIFAB	2	0	0	0	0	0
TIGD1	3	0	3	0	0	18
TIGD2	0	0	3	3	0	6
TIGD3	0	0	6	3	1	3
TIGD4	0	0	0	3	0	0
TIGD5	18	44	17	12	0	6
TIGD6	6	91	27	331	201	17
TIGD7	0	3	9	7	0	7
TIGIT	0	3	3	2	53	0
TIMD4	2	4	9	0	0	16
TIMELESS	1	8	18	7	216	11
TIMM10	0	0	0	10	0	0
TIMM10B	0	2	1	26	44	6
TIMM13	0	2	10	6	0	7
TIMM17A	0	4	3	0	635	6
TIMM17B	0	15	84	10	634	23
TIMM21	0	0	6	0	0	0
TIMM22	0	10	6	8	0	9
TIMM23	0	2	6	3	90	2
TIMM23B	0	3	0	0	4	2
TIMM44	3	7	15	4	5	11
TIMM50	3	5	12	2	3	3
TIMM8A	0	0	2	0	0	1
TIMM8B	6	0	0	3	0	3
TIMM9	0	0	1	0	2	0
TIMMDC1	0	3	2	31	23	0
TIMP1	1693	8049	21047	3610	29115	14399
TIMP2	13	13	8	32	8	22
TIMP3	0	6	5	0	0	3
TIMP4	0	0	0	0	0	0
TINAG	1	0	0	0	0	0
TINAGL1	1	6	3	8	0	1
TINCR	3	12	18	6	12	3
TINF2	438	6	26	30	0	91
TIPARP	9	8	26	12	100	11
TIPARP-AS1	28	26	26	37	456	22
TIPIN	1	2	7	33	0	3
TIPRL	45	0	7	0	54	3
TIRAP	7	4	8	8	15	2
TISP43	6	1	16	8	4	6
TJAP1	1	12	3	65	39	0
TJP1	5	0	0	1	2	4
TJP2	2	58	18	12	0	13
TJP3	5	11	10	12	5	10
TK1	3	2	9	2	0	8
TK2	0	2	12	61	6	9
TKT	2	2	6	7	12	0
TKTL1	0	0	4	0	2	2
TKTL2	0	3	0	3	3	0
TLCD1	0	5	1	6	3	0
TLCD2	15	111	14	24	4	3
TLDC1	6	3	14	0	14	2
TLDC2	4	0	8	0	3	4
TLE1	0	3	13	79	0	4
TLE2	10	12	21	7	79	5
TLE3	67	63	13	551	205	550
TLE4	9	0	76	79	135	104
TLE6	11	3	6	2	10	3
TLK1	40	63	50	71	199	22
TLK2	130	8	466	45	54	269
TLL1	0	0	23	0	0	1
TLL2	0	2	0	1	3	14
TLN1	76	344	266	605	1877	747
TLN2	1	4	7	6	9	7
TLR1	1	6	0	3	3	6
TLR10	6	0	0	0	0	0
TLR2	6	228	21	63	369	122
TLR3	3	3	6	0	0	0
TLR4	79	0	35	177	830	79
TLR5	0	1	12	0	3	6
TLR6	26	0	5	31	1	76
TLR7	3	0	4	0	0	0
TLR8	3	2	119	46	26	0
TLR8-AS1	0	6	3	0	0	0
TLR9	9	0	3	7	15	17
TLX1	0	0	2	0	0	0
TLX1NB	2	0	0	3	0	2
TLX2	3	2	10	0	7	0
TLX3	0	3	3	8	4	3
TM2D1	0	0	3	8	242	2
TM2D2	2	3	7	5	109	5
TM2D3	0	0	0	4	1	0
TM4SF1	7	14	3	6	683	5
TM4SF1-AS1	2	0	0	0	0	0
TM4SF18	0	0	3	0	0	0
TM4SF19	8	0	3	0	6	40
TM4SF19-TCTEX1D2	10	0	3	1	6	40
TM4SF20	3	0	5	0	0	0
TM4SF4	0	0	9	0	0	1
TM4SF5	0	2	8	2	4	1
TM6SF1	1	1	1	0	0	0
TM6SF2	0	96	4	3	0	3
TM7SF2	0	3	0	0	2	4
TM7SF3	0	0	0	1	3	0
TM9SF1	2	15	29	8	35	5
TM9SF2	22	68	67	31	348	132
TM9SF3	30	2	6	141	171	127
TM9SF4	1	16	45	220	595	615
TMA16	0	0	0	371	11	0
TMA7	50	16	46	104	365	31
TMBIM1	20	22	48	159	104	5
TMBIM4	41	42	3	32	499	98
TMBIM6	605	428	1939	903	4847	2273
TMC1	1	1	8	3	4	0
TMC2	4	3	7	10	0	5
TMC3	2	0	1	0	0	0
TMC4	5	2	3	0	0	2
TMC5	5	4	14	1	4	3
TMC6	16	19	11	5	482	51
TMC7	6	1	25	5	53	7
TMC8	6	11	14	36	24	16
TMCC1	3	3	4	15	8	20
TMCC1-AS1	0	0	12	3	12	6
TMCC2	5	5	12	9	6	2
TMCC3	6	11	40	5	6	6
TMCO1	28	1	6	0	24	90
TMCO2	2	0	0	0	0	5
TMCO3	3	12	247	45	420	33
TMCO4	6	0	13	3	79	2
TMCO5A	0	0	3	1	0	0
TMCO5B	2	1	2	0	0	0
TMCO6	0	0	0	0	0	5
TMED1	9	1	6	0	0	4
TMED10	3	34	28	9	185	149
TMED10P1	0	12	3	0	0	0
TMED11P	0	0	0	1	0	0
TMED2	4	35	1	143	53	4
TMED3	0	0	0	0	0	1
TMED4	4	0	0	6	2	1
TMED5	0	84	3	17	430	17
TMED6	0	0	3	1	0	0
TMED7	0	3	17	9	103	2
TMED7-TICAM2	2	3	17	3	103	0
TMED8	0	0	3	0	11	0
TMED9	16	15	26	183	173	49
TMEFF1	0	0	0	0	2	0
TMEFF2	1	0	0	0	0	3
TMEM100	0	0	0	0	0	0
TMEM101	0	3	11	53	2	0
TMEM102	2	52	19	35	8	11
TMEM104	4	28	12	8	10	0
TMEM105	6	3	3	3	3	5
TMEM106A	15	123	48	86	243	33
TMEM106B	1	3	0	3	0	51
TMEM106C	0	0	0	9	1	0
TMEM107	7	10	5	3	11	7
TMEM108	0	2	0	2	1	0
TMEM109	0	0	249	3	0	92
TMEM11	0	4	63	0	70	0
TMEM110	10	0	0	6	0	3
TMEM110-MUSTN1	7	0	0	3	0	0
TMEM114	0	0	0	0	1	0
TMEM115	3	53	5	48	52	5
TMEM116	3	0	481	4	5	2
TMEM117	9	0	0	0	0	0
TMEM119	3	0	1	6	0	0
TMEM120A	49	19	404	125	284	226
TMEM120B	24	10	155	28	21	21
TMEM121	0	0	3	7	0	1
TMEM123	2	6	0	11	109	19
TMEM125	4	3	0	0	0	6
TMEM126A	0	2	0	0	30	6
TMEM126B	0	0	0	1	0	0
TMEM127	45	51	84	49	309	1248
TMEM128	0	3	3	6	37	1
TMEM129	14	0	3	14	0	7
TMEM130	2	2	17	3	0	2
TMEM131	20	19	0	27	51	106
TMEM132A	50	5	42	18	7	12
TMEM132B	8	0	3	3	3	0
TMEM132C	0	2	9	5	1	0
TMEM132D	1	2	13	1	0	9
TMEM132E	6	2	1	183	5	2
TMEM133	0	0	0	0	0	0
TMEM134	4	7	6	9	3	164
TMEM135	0	0	0	0	6	16
TMEM136	0	2	3	3	3	3
TMEM138	9	9	5	4	1	33
TMEM139	4	2	3	3	0	1
TMEM140	0	0	0	0	0	0
TMEM141	0	0	0	0	8	3
TMEM143	11	0	8	10	3	1
TMEM144	3	0	2	0	0	0
TMEM145	13	4	9	5	2	3
TMEM147	9	3	0	23	456	3
TMEM14A	0	0	1	0	0	5
TMEM14B	0	0	0	6	0	0
TMEM14C	3	2	4	0	2	4
TMEM14E	0	0	16	0	0	0
TMEM150A	6	0	0	0	14	5
TMEM150B	1	0	5	31	1	0
TMEM150C	0	0	0	0	0	0
TMEM151A	21	0	10	6	16	6
TMEM151B	0	2	10	6	0	8
TMEM154	2	3	5	0	0	0
TMEM155	7	0	6	0	1	0
TMEM156	0	0	0	0	0	2
TMEM158	3	9	0	3	52	0
TMEM159	0	0	0	2	11	13
TMEM160	8	0	4	56	0	203
TMEM161A	0	45	15	11	4	4
TMEM161B	0	0	0	0	10	5
TMEM161B-AS1	0	0	0	1	1	5
TMEM163	5	0	2	0	0	0
TMEM164	55	14	2	17	118	4
TMEM165	23	26	201	130	39	25
TMEM167A	5	17	362	9	20	34
TMEM167B	15	86	11	10	120	129
TMEM168	0	11	2	0	0	0
TMEM169	6	0	3	0	6	0
TMEM17	3	0	0	0	3	0
TMEM170A	0	2	2	0	13	350
TMEM170B	5	0	0	47	0	9
TMEM171	0	0	5	0	0	0
TMEM173	20	8	63	175	9	5
TMEM174	0	0	1870	2	0	0
TMEM175	283	0	12	0	3	5
TMEM176A	1	0	4	7	1	45
TMEM176B	17	6	63	196	176	918
TMEM177	0	0	0	0	0	0
TMEM178A	0	0	0	0	0	0
TMEM178B	0	0	3	0	3	0
TMEM179	1	2	4	79	66	3
TMEM179B	50	9	495	44	66	717
TMEM18	0	2	0	3	61	40
TMEM180	3	12	6	42	3	3
TMEM181	20	11	29	20	75	46
TMEM182	0	0	0	0	0	0
TMEM183A	0	3	2	3	91	13
TMEM183B	0	2	2	3	91	13
TMEM184A	11	34	12	7	80	24
TMEM184B	75	66	10	60	410	8
TMEM184C	0	1	1	0	3	0
TMEM185A	2	0	0	2	2	0
TMEM185B	17	9	26	15	60	15
TMEM186	0	0	16	0	0	0
TMEM187	0	3	12	0	0	5
TMEM189	74	4	4	329	151	0
TMEM189-UBE2V1	282	6	9	96	583	21
TMEM19	6	0	2	6	3	24
TMEM190	0	0	1	2	7	1
TMEM191A	11	4	0	2	0	449
TMEM191B	1	3	5	3	1	54
TMEM191C	1	12	9	9	0	707
TMEM192	4	16	13	16	9	0
TMEM194A	15	11	0	1	0	16
TMEM194B	9	0	1	0	0	3
TMEM196	0	0	0	6	0	0
TMEM198	9	2	0	0	4	0
TMEM198B	0	0	1	10	38	35
TMEM199	0	0	2	28	20	2
TMEM2	5	29	46	121	24	99
TMEM200A	0	0	1	0	0	0
TMEM200B	0	3	2	9	8	6
TMEM200C	4	0	3	0	0	9
TMEM201	2	7	7	8	2	99
TMEM202	5	0	1	0	0	2
TMEM203	6	18	11	5	5	6
TMEM204	7	0	1	3	9	57
TMEM205	46	18	2	2	70	51
TMEM206	3	6	8	0	955	3
TMEM207	0	0	3	0	0	0
TMEM208	4	0	6	1	649	0
TMEM209	1	0	7	0	3	4
TMEM210	0	3	0	0	2	0
TMEM211	0	1	8	0	0	0
TMEM212	0	0	0	0	0	0
TMEM213	0	6	9	3	0	0
TMEM214	2	4	6	7	204	3
TMEM215	3	0	2	0	0	3
TMEM216	0	0	1	3	8	5
TMEM217	0	0	1	0	413	115
TMEM218	3	9	0	5	0	4
TMEM219	123	94	791	85	452	344
TMEM220	3	0	11	3	0	0
TMEM220-AS1	0	0	2	0	0	0
TMEM221	6	6	5	3	1	9
TMEM222	9	4	3	8	26	41
TMEM223	3	6	11	0	1	13
TMEM225	0	0	14	0	0	0
TMEM229A	3	0	3	0	0	9
TMEM229B	0	3	3	2	1	0
TMEM230	1	0	6	7	61	1
TMEM231	10	7	12	0	0	4
TMEM232	3	2	2	0	0	0
TMEM233	0	0	3	0	0	0
TMEM234	9	2	6	2	0	3
TMEM235	0	3	5	5	2	0
TMEM236	0	0	9	12	2	0
TMEM237	0	6	5	0	3	6
TMEM238	0	3	3	3	0	0
TMEM239	0	0	0	2	2	0
TMEM240	0	1	0	0	0	3
TMEM241	8	0	3	0	9	2
TMEM242	0	0	0	3	3	0
TMEM243	2	0	2	0	0	2
TMEM244	0	0	0	0	0	0
TMEM245	1	20	54	12	1	4
TMEM246	0	1	0	0	0	1
TMEM247	0	0	0	0	0	0
TMEM248	13	0	12	51	14	13
TMEM249	0	1	9	0	5	0
TMEM25	5	2	13	1	9	3
TMEM251	4	0	2	2	117	59
TMEM252	0	0	0	0	0	9
TMEM253	0	0	8	2	1	1
TMEM254	3	0	3	0	1	3
TMEM254-AS1	10	0	0	4	1	9
TMEM255A	0	0	9	3	1	0
TMEM255B	2	28	3	0	41	4
TMEM256	0	0	8	2	72	305
TMEM256-PLSCR3	1	5	6	12	5	397
TMEM257	0	0	0	0	0	0
TMEM258	0	3	6	63	1672	0
TMEM259	39	82	13	30	235	7
TMEM26	3	0	0	0	0	0
TMEM260	2	0	0	2	0	5
TMEM261	0	0	8	0	0	0
TMEM262	9	0	4	1	0	2
TMEM263	1	0	2	38	4	2
TMEM27	0	0	2	3	0	0
TMEM30A	0	0	0	15	64	12
TMEM30B	9	0	3	0	3	9
TMEM30C	0	0	0	0	0	0
TMEM31	0	0	2	0	0	0
TMEM33	15	6	17	15	14	3
TMEM35	2	0	3	0	3	12
TMEM37	3	1	1	0	0	0
TMEM38A	4	9	2	9	6	13
TMEM38B	94	3	11	24	59	2
TMEM39A	0	0	8	0	6	83
TMEM39B	3	3	23	6	3	8
TMEM40	0	3	1	4	2	9
TMEM41A	0	8	15	6	80	17
TMEM41B	7	1	11	25	2	6
TMEM42	0	0	0	0	0	3
TMEM43	14	11	118	65	294	305
TMEM44	15	14	15	42	10	17
TMEM44-AS1	0	0	13	3	2	6
TMEM45A	1	0	2	0	2	3
TMEM45B	0	3	2	0	0	6
TMEM47	0	0	0	0	6	3
TMEM5	20	0	0	0	227	20
TMEM50A	24	323	319	133	935	179
TMEM50B	0	0	240	0	23	10
TMEM51	26	4	404	50	0	9
TMEM51-AS1	3	3	0	3	3	8
TMEM52	8	3	0	0	2	0
TMEM52B	2	5	25	4	7	3
TMEM53	1	1	2	0	0	9
TMEM54	0	2	3	3	1	0
TMEM55A	0	0	2	0	0	0
TMEM55B	0	5	13	0	473	162
TMEM56	0	0	15	4	3	6
TMEM56-RWDD3	0	0	1	3	0	0
TMEM57	11	0	8	3	5	23
TMEM59	6	2	0	439	3	74
TMEM59L	7	3	14	3	1	8
TMEM60	15	0	11	41	65	1
TMEM61	3	0	4	0	0	2
TMEM62	8	3	7	73	10	1
TMEM63A	3	6	5	22	3	9
TMEM63B	1	78	17	6	40	9
TMEM63C	1	5	8	2	2	2
TMEM64	0	0	0	0	9	0
TMEM65	5	12	7	11	0	9
TMEM66	180	686	568	869	2238	3499
TMEM67	9	2	4	2	219	0
TMEM68	2	0	0	4	5	0
TMEM69	3	0	0	9	0	3
TMEM70	13	9	4	6	2	1
TMEM71	0	0	1	0	3	0
TMEM72	0	0	0	0	0	0
TMEM72-AS1	0	1	0	3	6	1
TMEM74	0	0	0	0	3	0
TMEM74B	0	0	0	0	2	0
TMEM75	3	0	3	0	0	0
TMEM79	12	21	3	0	5	19
TMEM80	7	0	7	3	33	3
TMEM81	3	0	0	1	80	23
TMEM82	16	6	3	0	1	4
TMEM86A	0	4	0	0	0	0
TMEM86B	3	4	3	341	11	3
TMEM87A	2	6	43	186	22	27
TMEM87B	44	3	620	53	26	56
TMEM88	0	0	3	6	91	0
TMEM88B	0	2	0	0	3	0
TMEM89	3	0	1	6	2	6
TMEM8A	189	22	15	311	581	73
TMEM8B	0	0	0	0	0	2
TMEM8C	2	0	4	0	0	0
TMEM9	0	0	2	209	10	20
TMEM91	2	4	36	8	5	0
TMEM92	0	1	3	2	6	0
TMEM95	3	0	7	2	4	1
TMEM97	4	0	0	0	3	0
TMEM98	1	4	1	2	4	2
TMEM99	25	0	26	8	0	0
TMEM9B	8	4	1617	0	79	12
TMEM9B-AS1	4	0	0	1	0	0
TMF1	12	2	6	9	58	156
TMIE	7	0	1	2	0	2
TMIGD1	2	0	2	0	4	1
TMIGD2	5	0	12	0	6	3
TMLHE	1	0	0	0	3	2
TMLHE-AS1	0	0	7	0	3	2
TMOD1	3	0	3	94	0	234
TMOD2	3	6	2	3	3	10
TMOD3	0	260	27	482	491	354
TMOD4	1	0	2	0	2	2
TMPO	9	2	5	9	3	15
TMPO-AS1	15	3	4	10	6	0
TMPPE	132	4	4	0	0	4
TMPRSS11A	0	0	0	0	0	0
TMPRSS11B	0	0	0	3	0	0
TMPRSS11BNL	0	0	0	0	0	2
TMPRSS11D	0	0	0	0	0	0
TMPRSS11E	0	0	0	0	0	0
TMPRSS11F	0	0	7	0	0	0
TMPRSS11GP	0	0	0	3	0	0
TMPRSS12	0	0	6	0	0	1
TMPRSS13	4	6	5	14	0	0
TMPRSS15	0	0	4	0	0	0
TMPRSS2	3	0	2	1	0	3
TMPRSS3	0	2	2	0	1	2
TMPRSS4	0	1	1	1	1	0
TMPRSS4-AS1	0	0	4	3	0	0
TMPRSS5	1	1	0	1	0	0
TMPRSS6	6	0	2	4	0	8
TMPRSS7	0	0	0	0	0	2
TMPRSS9	22	13	7	0	1	10
TMSB10	807	438	5366	1335	2379	1639
TMSB15A	0	0	0	0	0	0
TMSB15B	0	0	0	0	0	0
TMSB4X	294	205	2379	666	5164	857
TMSB4Y	0	0	0	0	0	0
TMTC1	3	2	0	2	0	7
TMTC2	4	6	4	0	0	0
TMTC3	0	0	1	3	31	0
TMTC4	2	0	6	0	6	4
TMUB1	5	21	44	110	226	174
TMUB2	0	5	6	7	25	54
TMX1	0	0	8	7	24	79
TMX2	1	19	3	46	129	11
TMX2-CTNND1	6	24	158	88	281	377
TMX3	3	0	3	6	0	0
TMX4	0	3	206	48	4	21
TNC	1	2	6	6	0	1
TNF	0	170	428	3	1544	371
TNFAIP1	6	6	8	8	0	4
TNFAIP2	139	301	88	1226	2174	1832
TNFAIP3	130	469	814	1321	2931	2599
TNFAIP6	10	13	42	61	1700	110
TNFAIP8	18	48	100	14	982	8
TNFAIP8L1	12	5	88	288	9	21
TNFAIP8L2	0	0	254	6	12	6
TNFAIP8L2-SCNM1	3	33	5	4	82	154
TNFAIP8L3	0	0	0	0	0	0
TNFRSF10A	4	8	0	1	2	5
TNFRSF10B	0	3	9	0	15	4
TNFRSF10C	0	7	3	1	0	58
TNFRSF10D	10	2	0	18	42	11
TNFRSF11A	6	0	0	0	3	1
TNFRSF11B	0	6	5	0	0	0
TNFRSF12A	0	6	0	0	0	0
TNFRSF13B	0	3	0	0	3	0
TNFRSF13C	6	3	7	0	0	0
TNFRSF14	91	95	96	303	4872	34
TNFRSF17	2	0	8	4	0	0
TNFRSF18	14	2	5	9	641	1459
TNFRSF19	0	0	0	0	0	7
TNFRSF1A	226	47	1108	56	87	62
TNFRSF1B	2638	3957	5189	10011	26284	10891
TNFRSF21	5	11	0	132	398	39
TNFRSF25	0	6	1	5	0	7
TNFRSF4	8	3	1	5	908	0
TNFRSF6B	65	157	2866	823	273	3526
TNFRSF8	40	7	31	24	29	31
TNFRSF9	3	21	35	0	370	146
TNFSF10	0	0	1	0	0	9
TNFSF11	0	3	0	0	0	0
TNFSF12	0	0	1	2	3	4
TNFSF12-TNFSF13	6	14	1	5	13	398
TNFSF13	6	14	0	15	9	398
TNFSF13B	2	8	2	1	47	2
TNFSF14	3	4	9	18	80	1
TNFSF15	54	170	12	28	540	6
TNFSF18	0	0	0	0	0	3
TNFSF4	3	0	0	0	0	0
TNFSF8	0	0	0	0	0	0
TNFSF9	46	297	834	74	1058	153
TNIK	7	10	2	8	82	0
TNIP1	182	304	356	1003	4876	699
TNIP2	11	19	22	30	698	107
TNIP3	243	565	289	1233	3961	842
TNK1	13	16	20	7	4	52
TNK2	3	3	53	11	17	8
TNKS	25	83	7	1	159	0
TNKS1BP1	9	78	19	5	2	6
TNKS2	2	0	3	64	41	4
TNKS2-AS1	0	0	0	0	0	0
TNMD	0	0	0	0	0	0
TNN	0	0	9	1	3	5
TNNC1	2	0	0	0	0	1
TNNC2	0	3	1	3	1	0
TNNI1	2	0	9	8	0	6
TNNI2	0	0	0	3	6	0
TNNI3	5	1	4	3	0	2
TNNI3K	0	0	0	0	2	2
TNNT1	5	0	2	6	3	1
TNNT2	1	2	1	107	0	6
TNNT3	2	2	0	0	1	4
TNP1	0	0	0	0	0	0
TNP2	0	0	6	0	0	0
TNPO1	3	5	91	9	118	18
TNPO2	49	12	21	523	311	171
TNPO3	27	3	26	15	115	20
TNR	7	0	90	1	3	2
TNRC18	95	125	67	328	207	238
TNRC18P1	0	0	9	3	0	0
TNRC6A	22	0	33	84	59	23
TNRC6B	45	52	20	84	63	39
TNRC6C	2	14	8	7	9	5
TNRC6C-AS1	2	16	8	0	3	6
TNS1	170	716	21	368	1741	1686
TNS3	198	718	671	1099	538	425
TNS4	0	3	15	3	0	1
